No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
13394,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Shinegota,13,210000000,,550.0,0.38,Semi-rectangular Shaped,1970,RC,"Housing Complex, Office, Warehouse",House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13395,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Shinegota,10,53000000,3LDK,70.0,0.76,,2018,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2019,Not yet,
13396,Residential Land(Land and Building),Commercial Area,13114,Nakano Ward,Egota,Shinegota,14,230000000,,170.0,1.35,Semi-rectangular Shaped,1996,S,"Office, Warehouse",Office,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,,
13397,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Shinegota,11,19000000,1K,20.0,0.95,,2008,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,Not yet,
13399,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Shinegota,11,26000000,,40.0,0.65,,2008,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,,
13400,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,9,23000000,1K,20.0,1.15,,2001,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2019,Done,
13402,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Numabukuro,11,49000000,,65.0,0.75,Semi-rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13403,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,9,21000000,1LDK,40.0,0.52,,2005,RC,,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,Not yet,
13404,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,8,19000000,1K,20.0,0.95,,2007,RC,House,Other,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,,
13405,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,10,19000000,1K,20.0,0.95,,2006,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,Not yet,
13406,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Numabukuro,13,20000000,,40.0,0.5,Semi-rectangular Shaped,,W,House,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2019,,
13407,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Numabukuro,12,11000000,,35.0,0.31,Semi-shaped,1985,W,House,,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2019,,
13408,Residential Land(Land and Building),Commercial Area,13114,Nakano Ward,Egota,Numabukuro,9,39000000,,55.0,0.71,Semi-rectangular Shaped,1987,S,"Housing Complex, Shop",House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2019,,
13410,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Numabukuro,10,47000000,,65.0,0.72,Semi-square Shaped,1994,"RC, W",House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13412,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Numabukuro,13,170000000,,270.0,0.63,Semi-rectangular Shaped,2017,W,Housing Complex,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13413,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,11,29000000,2DK,50.0,0.58,,1984,RC,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,Done,
13414,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Egota,Numabukuro,8,19000000,1K,20.0,0.95,,2003,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,Not yet,
13415,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Nogata,13,55000000,,70.0,0.79,Semi-rectangular Shaped,2018,W,House,,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13417,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Egota,Higashinagasaki,14,49000000,,60.0,0.82,Semi-rectangular Shaped,2015,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13418,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Ekoda,11,58000000,,100.0,0.58,Irregular Shaped,2004,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13419,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,8,64000000,,95.0,0.67,Semi-trapezoidal Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13421,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,9,63000000,,200.0,0.32,&quot;Flag-shaped&quot; etc.,1965,W,House,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13422,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,10,80000000,,90.0,0.89,Semi-rectangular Shaped,1989,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13424,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,10,18000000,1K,20.0,0.9,,2006,RC,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,Not yet,
13425,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,4,29000000,,40.0,0.72,Semi-rectangular Shaped,1965,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,Dealings of adjacent land
13427,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,9,32000000,2DK,55.0,0.58,,1987,RC,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,Not yet,
13428,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,5,18000000,1K,20.0,0.9,,2007,RC,,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2019,,
13429,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,8,59000000,,200.0,0.3,&quot;Flag-shaped&quot; etc.,,,,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2019,,
13430,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,6,11000000,,45.0,0.24,Semi-rectangular Shaped,1969,W,House,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2019,,Dealings including private road
13431,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,5,34000000,1LDK,45.0,0.76,,2007,RC,,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,Done,
13432,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,10,110000000,,210.0,0.52,Semi-square Shaped,1988,W,Housing Complex,Office,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13433,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Eharacho,Shinegota,7,50000000,,65.0,0.77,Semi-rectangular Shaped,2004,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13434,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,5,21000000,1K,25.0,0.84,,2007,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,Not yet,
13435,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,1,150000000,Open Floor,890.0,0.17,,2000,SRC,Factory,Other,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,Done,
13436,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,3,18000000,1LDK,40.0,0.45,,1972,RC,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,Done,
13437,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Eharacho,Shinegota,0,22000000,1K,30.0,0.73,,2003,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,Not yet,
13440,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Saginomiya,7,46000000,,115.0,0.4,&quot;Flag-shaped&quot; etc.,1995,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13442,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Saginomiya,7,61000000,,170.0,0.36,Semi-rectangular Shaped,,,,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,2nd quarter 2019,,
13443,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Saginomiya,12,35000000,3LDK,50.0,0.7,,2011,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,,
13444,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Saginomiya,15,78000000,,115.0,0.68,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,1st quarter 2019,,
13445,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Saginomiya,7,67000000,,105.0,0.64,Semi-trapezoidal Shaped,2003,W,Housing Complex,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13447,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Saginomiya,6,19000000,1K,20.0,0.95,,2008,RC,House,House,Category I Residential Zone,60.0,300.0,1st quarter 2019,Not yet,
13448,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Shimoigusa,9,52000000,,115.0,0.45,&quot;Flag-shaped&quot; etc.,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13449,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Shimoigusa,9,50000000,,80.0,0.62,Trapezoidal Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13452,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Shimoigusa,8,20000000,1K,20.0,1.0,,2006,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,Not yet,
13453,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Nakamurabashi,9,53000000,,100.0,0.53,Rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,2nd quarter 2019,,
13454,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Nakamurabashi,11,30000000,2LDK,55.0,0.55,,2004,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,2nd quarter 2019,Not yet,
13456,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,8,40000000,,75.0,0.53,Irregular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,4th quarter 2019,,
13459,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,9,60000000,,170.0,0.35,Irregular Shaped,1997,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,100.0,4th quarter 2019,,
13460,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,4,62000000,3LDK,65.0,0.95,,2015,RC,,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,4th quarter 2019,Not yet,
13461,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,3,44000000,3LDK,55.0,0.8,,1998,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2019,Done,
13462,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,4,65000000,3LDK,65.0,1.0,,2015,RC,,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,4th quarter 2019,Not yet,
13463,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,10,19000000,,70.0,0.27,Semi-trapezoidal Shaped,1981,LS,Housing Complex,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13465,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,9,12000000,,80.0,0.15,Trapezoidal Shaped,1990,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13466,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,10,78000000,,210.0,0.37,Rectangular Shaped,1998,LS,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13467,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,4,76000000,,115.0,0.66,&quot;Flag-shaped&quot; etc.,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,,
13468,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,2,39000000,2LDK,60.0,0.65,,1991,SRC,House,,Category I Residential Zone,60.0,200.0,3rd quarter 2019,Done,
13469,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,8,48000000,3LDK,75.0,0.64,,2007,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,Not yet,
13470,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,8,49000000,2LDK,75.0,0.65,,2007,RC,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,3rd quarter 2019,Not yet,
13471,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,2,43000000,4LDK,90.0,0.48,,1991,SRC,,House,Category I Residential Zone,60.0,200.0,3rd quarter 2019,Not yet,
13472,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,11,40000000,,75.0,0.53,Semi-rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,2nd quarter 2019,,
13473,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,12,48000000,,90.0,0.53,Semi-trapezoidal Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,2nd quarter 2019,,
13475,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,1,130000000,,300.0,0.43,Irregular Shaped,1981,,,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2019,,
13476,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,5,94000000,,120.0,0.78,Semi-square Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,2nd quarter 2019,,
13477,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,2,14000000,1K,15.0,0.93,,2012,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2019,Not yet,
13478,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamisaginomiya,Fujimidai,4,61000000,3LDK,70.0,0.87,,2015,RC,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,2nd quarter 2019,Not yet,
13479,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,10,81000000,,115.0,0.7,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,1st quarter 2019,,
13480,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamisaginomiya,Fujimidai,11,56000000,,105.0,0.53,&quot;Flag-shaped&quot; etc.,2018,W,House,House,Category I Exclusively Low-story Residential Zone,40.0,80.0,1st quarter 2019,,
13482,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,3,32000000,,70.0,0.46,Semi-rectangular Shaped,1959,W,"House, Other",Office,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13485,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Araiyakushimae,8,21000000,2DK,45.0,0.47,,1971,SRC,House,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,Not yet,
13486,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Araiyakushimae,9,18000000,,45.0,0.4,,1971,SRC,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,Not yet,
13487,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,8,22000000,,40.0,0.55,Semi-rectangular Shaped,1968,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13488,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,7,42000000,,75.0,0.56,Semi-rectangular Shaped,1994,W,Housing Complex,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13490,Residential Land(Land and Building),Commercial Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,1,65000000,,80.0,0.81,Semi-rectangular Shaped,1978,S,Office,Office,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,,
13492,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,12,70000000,,65.0,1.08,Semi-rectangular Shaped,2020,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13493,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Araiyakushimae,9,12000000,1K,15.0,0.8,,1987,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,Done,
13497,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,7,72000000,,120.0,0.6,Semi-rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2019,,
13498,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Araiyakushimae,9,20000000,1K,20.0,1.0,,2004,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,Not yet,
13499,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,6,270000000,,125.0,2.16,Semi-rectangular Shaped,2019,RC,Housing Complex,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,,
13500,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,6,270000000,,120.0,2.25,Rectangular Shaped,2019,RC,Housing Complex,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2019,,
13501,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,0,130000000,,195.0,0.67,Semi-rectangular Shaped,1988,W,Housing Complex,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,,
13504,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Araiyakushimae,5,16000000,,90.0,0.18,Irregular Shaped,1999,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13509,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Ochiai (Tokyo),9,72000000,,75.0,0.96,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13511,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Nakai,6,22000000,1K,20.0,1.1,,1998,RC,House,House,Category I Residential Zone,60.0,200.0,4th quarter 2019,Done,
13512,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Nakai,8,21000000,1K,20.0,1.05,,1998,RC,House,House,Category I Residential Zone,60.0,200.0,4th quarter 2019,Not yet,
13513,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Kamitakada,Nakai,9,28000000,2LDK,45.0,0.62,,1970,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,Done,
13515,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Nakano (Tokyo),14,60000000,,75.0,0.8,Irregular Shaped,2020,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2019,,
13516,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Nakano (Tokyo),12,11000000,,80.0,0.14,Semi-rectangular Shaped,1962,W,Housing Complex,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,,
13517,Residential Land(Land and Building),Commercial Area,13114,Nakano Ward,Kamitakada,Nakano (Tokyo),12,110000000,,85.0,1.29,Semi-rectangular Shaped,2017,S,House,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2019,,
13518,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Higashinakano,12,56000000,,65.0,0.86,Semi-rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2019,,
13519,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Kamitakada,Higashinakano,11,30000000,,45.0,0.67,Semi-rectangular Shaped,1971,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2019,,
13520,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,6,66000000,,85.0,0.78,Semi-rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13521,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,7,73000000,,195.0,0.37,Semi-rectangular Shaped,1988,S,House,,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13522,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,3,310000000,,260.0,1.19,Trapezoidal Shaped,2019,RC,Housing Complex,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13523,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,8,8000000,,35.0,0.23,Semi-rectangular Shaped,1977,W,Housing Complex,Other,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13524,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,2,680000000,,550.0,1.24,Semi-trapezoidal Shaped,2020,S,Other,Other,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13525,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,8,34000000,2LDK,55.0,0.62,,1996,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,Not yet,
13526,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,6,20000000,1K,20.0,1.0,,2005,RC,,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
13527,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,5,47000000,3LDK,70.0,0.67,,2011,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,Not yet,
13528,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,6,21000000,1K,20.0,1.05,,2003,RC,,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2019,,
13529,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,5,35000000,,150.0,0.23,Semi-rectangular Shaped,2006,W,Housing Complex,Other,Category I Exclusively Low-story Residential Zone,50.0,150.0,3rd quarter 2019,,
13531,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,6,19000000,1K,20.0,0.95,,2003,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2019,Not yet,
13532,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,6,20000000,1K,20.0,1.0,,2005,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,,
13533,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,9,19000000,1K,20.0,0.95,,2007,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,3rd quarter 2019,Not yet,
13534,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,3,55000000,3LDK,65.0,0.85,,2012,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,3rd quarter 2019,Not yet,
13535,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,3,66000000,,90.0,0.73,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,2nd quarter 2019,,Dealings including private road
13536,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,4,65000000,,90.0,0.72,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,2nd quarter 2019,,Dealings including private road
13537,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,2,110000000,,120.0,0.92,Semi-rectangular Shaped,2017,W,Housing Complex,Other,Category I Exclusively Low-story Residential Zone,50.0,150.0,1st quarter 2019,,
13539,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,4,100000000,,105.0,0.95,Semi-trapezoidal Shaped,2019,W,Housing Complex,,Category I Exclusively Low-story Residential Zone,50.0,150.0,1st quarter 2019,,
13540,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Saginomiya,7,78000000,,95.0,0.82,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,1st quarter 2019,,
13541,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,6,23000000,1K,20.0,1.15,,2010,RC,House,Other,Category I Residential Zone,60.0,300.0,1st quarter 2019,,
13542,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Saginomiya,9,19000000,1K,20.0,0.95,,2007,RC,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,1st quarter 2019,Not yet,
13543,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Shimoigusa,10,95000000,,160.0,0.59,Irregular Shaped,2020,W,Housing Complex,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,4th quarter 2019,,
13544,"Pre-owned Condominiums, etc.",,13114,Nakano Ward,Saginomiya,Shimoigusa,9,22000000,1K,25.0,0.88,,2013,RC,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,,
13545,Residential Land(Land and Building),Residential Area,13114,Nakano Ward,Saginomiya,Shimoigusa,8,68000000,,85.0,0.8,Rectangular Shaped,2019,W,House,House,Category I Exclusively Low-story Residential Zone,50.0,150.0,3rd quarter 2019,,
