No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
2214,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Ichigayayakuojimachi,Ushigomeyanagicho,6,24000000,1K,20.0,1.2,,2001,RC,House,Office,Category I Residential Zone,60.0,300.0,1st quarter 2019,Done,
2215,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Ichigayayakuojimachi,Ushigomeyanagicho,5,23000000,1K,20.0,1.15,,2001,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
2216,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Ichigayayakuojimachi,Ushigomeyanagicho,3,14000000,1R,20.0,0.7,,1990,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
2217,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Ichigayayanagicho,Ushigomeyanagicho,2,42000000,1LDK,45.0,0.93,,2009,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,,
2218,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Ichigayayamabushicho,Ushigomeyanagicho,3,70000000,3LDK,65.0,1.08,,1996,RC,House,,Category I Residential Zone,60.0,300.0,3rd quarter 2019,Done,
2219,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Iwatocho,Ushigomekagurazaka,2,45000000,1DK,35.0,1.29,,2003,SRC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,Done,
2220,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Iwatocho,Ushigomekagurazaka,2,27000000,1K,20.0,1.35,,2003,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
2221,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Enokicho,Kagurazaka,6,31000000,1K,25.0,1.24,,2015,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,Not yet,
2222,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Enokicho,Kagurazaka,7,22000000,1K,20.0,1.1,,2009,RC,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2019,Done,
2223,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Shin-okubo,10,150000000,,130.0,1.15,Rectangular Shaped,2019,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2019,,
2224,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,6,49000000,2LDK,45.0,1.09,,2009,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2019,,
2225,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Shin-okubo,6,51000000,,55.0,0.93,Semi-rectangular Shaped,2002,W,House,Office,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,,
2226,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Shin-okubo,6,60000000,,60.0,1.0,Semi-rectangular Shaped,1997,W,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,,
2227,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,4,37000000,1LDK,35.0,1.06,,2003,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,Not yet,
2228,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,4,38000000,1LDK,35.0,1.09,,2003,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,Done,
2229,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Shin-okubo,6,39000000,,60.0,0.65,Semi-rectangular Shaped,1997,W,House,House,Category I Residential Zone,60.0,300.0,2nd quarter 2019,,
2230,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,7,22000000,1K,20.0,1.1,,1999,RC,House,House,Category I Residential Zone,60.0,300.0,2nd quarter 2019,Not yet,
2231,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,10,21000000,1K,15.0,1.4,,2004,RC,,House,Category I Residential Zone,60.0,400.0,2nd quarter 2019,Not yet,
2232,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,4,32000000,1LDK,35.0,0.91,,2003,RC,House,House,Category I Residential Zone,60.0,300.0,2nd quarter 2019,Not yet,
2233,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,7,27000000,,55.0,0.49,,1971,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
2234,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,10,9500000,,15.0,0.63,,1986,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2019,Not yet,
2235,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,6,29000000,1DK,30.0,0.97,,2009,RC,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2019,Not yet,
2236,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Shin-okubo,10,7900000,1K,15.0,0.53,,1986,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2019,Not yet,
2237,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Takadanobaba,8,93000000,3LDK,70.0,1.33,,2014,RC,,House,Category I Residential Zone,60.0,400.0,4th quarter 2019,Not yet,
2238,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Takadanobaba,8,93000000,4LDK,70.0,1.33,,2014,RC,House,House,Category I Residential Zone,60.0,400.0,1st quarter 2019,Not yet,
2239,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Nishiwaseda,5,58000000,,50.0,1.16,Rectangular Shaped,2010,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,,
2240,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Nishiwaseda,5,54000000,1LDK+S,45.0,1.2,,2008,RC,,House,Category I Residential Zone,60.0,400.0,1st quarter 2019,,
2241,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Nishiwaseda,1,28000000,1LDK,40.0,0.7,,1978,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
2242,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Okubo,Higashishinjuku,5,270000000,,370.0,0.73,Semi-rectangular Shaped,1977,RC,Housing Complex,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,,Dealings including private road
2243,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,43000000,2LDK,55.0,0.78,,2002,SRC,House,Other,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
2244,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,48000000,1LDK,35.0,1.37,,2014,RC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
2245,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,32000000,1K,25.0,1.28,,2014,RC,House,Other,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
2246,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,2,34000000,1K,25.0,1.36,,2016,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
2247,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,30000000,1K,25.0,1.2,,2013,RC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
2248,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,21000000,1K,20.0,1.05,,2004,SRC,House,,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
2249,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,33000000,1K,25.0,1.32,,2014,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
2250,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Okubo,Higashishinjuku,1,41000000,1LDK,40.0,1.02,,2000,SRC,,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
2251,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,4,70000000,2LDK,65.0,1.08,,2013,RC,,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2019,Not yet,
2252,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,28000000,1K,25.0,1.12,,2011,RC,,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2019,Not yet,Dealings in which auction or arbiter participates
2253,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,28000000,1K,25.0,1.12,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,Done,
2254,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,23000000,1K,25.0,0.92,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,Not yet,
2255,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,28000000,1K,25.0,1.12,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,,
2256,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,36000000,1LDK,40.0,0.9,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,Not yet,
2257,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,4,59000000,2LDK,50.0,1.18,,2013,RC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,,
2258,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,41000000,1LDK,40.0,1.02,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2019,Not yet,
2259,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,4,23000000,1K,25.0,0.92,,2011,RC,House,,Quasi-industrial Zone,60.0,300.0,2nd quarter 2019,Not yet,
2260,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,27000000,1K,25.0,1.08,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2019,Not yet,
2261,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kaitaicho,Edogawabashi,3,33000000,1LDK,30.0,1.1,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2019,Not yet,
2262,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kagurazaka,Iidabashi,2,41000000,,50.0,0.82,,2011,SRC,House,Shop,Commercial Zone,,,4th quarter 2019,Not yet,
2263,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kagurazaka,Iidabashi,4,500000000,,85.0,5.88,Rectangular Shaped,1963,RC,"House, Workshop, Shop",Shop,Commercial Zone,80.0,500.0,3rd quarter 2019,,
2264,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kagurazaka,Iidabashi,3,25000000,2K,30.0,0.83,,1984,SRC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
2265,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kagurazaka,Kagurazaka,1,300000000,,180.0,1.67,Trapezoidal Shaped,1990,S,"House, Office, Warehouse",Office,Category II Residential Zone,60.0,300.0,3rd quarter 2019,,
2266,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kagurazaka,Kagurazaka,1,58000000,1LDK,40.0,1.45,,2012,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
2267,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Katamachi,Akebonobashi,1,18000000,1K,20.0,0.9,,2002,RC,,,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
2268,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Katamachi,Akebonobashi,1,20000000,,20.0,1.0,,2002,RC,,House,Commercial Zone,80.0,600.0,4th quarter 2019,,
2269,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Katamachi,Akebonobashi,2,31000000,,70.0,0.44,Rectangular Shaped,1968,W,House,House,Category I Residential Zone,60.0,400.0,2nd quarter 2019,,Dealings including private road
2270,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kabukicho,Shinjuku,12,170000000,,190.0,0.89,Semi-square Shaped,1973,RC,Other,Shop,Commercial Zone,80.0,600.0,4th quarter 2019,,
2271,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kabukicho,Shinjuku,6,55000000,,50.0,1.1,Semi-rectangular Shaped,1989,S,Shop,Shop,Commercial Zone,80.0,800.0,4th quarter 2019,,
2272,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kabukicho,Shinjuku,9,110000000,,190.0,0.58,Irregular Shaped,1965,RC,Other,Shop,Commercial Zone,80.0,600.0,4th quarter 2019,,
2273,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kabukicho,Shinjuku,4,2000000000,,150.0,13.33,Rectangular Shaped,1964,SRC,"Office, Shop",Office,Commercial Zone,80.0,900.0,4th quarter 2019,,
2274,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Shinjuku,11,7000000,1K,15.0,0.47,,1981,RC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
2275,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kabukicho,Shinjuku,10,300000000,,100.0,3.0,Trapezoidal Shaped,1991,RC,Other,Other,Commercial Zone,80.0,600.0,2nd quarter 2019,,
2276,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,4,35000000,2LDK,60.0,0.58,,1980,SRC,House,House,Commercial Zone,80.0,700.0,4th quarter 2019,Not yet,
2277,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,4,29000000,2LDK,60.0,0.48,,1980,SRC,House,House,Commercial Zone,80.0,700.0,4th quarter 2019,Not yet,
2278,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,5,16000000,Open Floor,20.0,0.8,,1983,SRC,Shop,Shop,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
2279,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,2,25000000,1DK,20.0,1.25,,2007,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,,
2280,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,4,7500000,,15.0,0.5,,1981,SRC,House,Other,Commercial Zone,80.0,600.0,1st quarter 2019,,
2281,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,4,7500000,1K,15.0,0.5,,1981,SRC,House,Other,Commercial Zone,80.0,600.0,1st quarter 2019,,
2282,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,4,7500000,1K,15.0,0.5,,1981,SRC,House,Other,Commercial Zone,80.0,600.0,1st quarter 2019,,
2283,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kabukicho,Higashishinjuku,5,47000000,2LDK,75.0,0.63,,1983,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Done,
2284,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),7,68000000,,70.0,0.97,Rectangular Shaped,2020,W,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,,
2285,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),2,6200000,1K,15.0,0.41,,1989,RC,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
2286,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),2,10000000,1K,15.0,0.67,,1989,RC,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
2287,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),5,23000000,1K,20.0,1.15,,2006,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2019,Done,
2288,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),5,64000000,3LDK,75.0,0.85,,2002,RC,House,,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,
2289,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),1,17000000,1K,15.0,1.13,,2004,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,
2290,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),5,18000000,1K,20.0,0.9,,2001,RC,House,House,Category I Residential Zone,60.0,400.0,3rd quarter 2019,Done,
2292,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),6,210000000,,165.0,1.27,Semi-shaped,2019,W,Housing Complex,,Category I Residential Zone,60.0,300.0,1st quarter 2019,,
2293,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),2,60000000,3LDK,60.0,1.0,,1999,SRC,House,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2019,Done,
2294,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),1,19000000,1K,15.0,1.27,,2004,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2019,Done,
2295,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Ochiai (Tokyo),2,13000000,1K,15.0,0.87,,1992,RC,House,House,Category I Residential Zone,60.0,300.0,1st quarter 2019,Not yet,
2296,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Shimoochiai,7,23000000,1LDK,45.0,0.51,,1981,RC,House,,Quasi-industrial Zone,60.0,300.0,3rd quarter 2019,Not yet,
2298,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Shimoochiai,3,40000000,3LDK,55.0,0.73,,1996,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2019,Not yet,
2299,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Shimoochiai,4,20000000,1R,20.0,1.0,,2003,RC,,Other,Quasi-industrial Zone,60.0,300.0,2nd quarter 2019,Not yet,
2300,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Shimoochiai,4,34000000,1K,25.0,1.36,,2017,RC,House,Other,Category I Residential Zone,60.0,400.0,1st quarter 2019,Not yet,
2301,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Shimoochiai,7,27000000,1DK,40.0,0.68,,1981,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2019,Done,
2303,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Nakai,1,7300000,1R,10.0,0.73,,1984,RC,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
2304,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kamiochiai,Nakai,8,77000000,,95.0,0.81,Semi-rectangular Shaped,1991,W,Housing Complex,Other,Category I Residential Zone,60.0,300.0,3rd quarter 2019,,Dealings including private road
2305,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Nakai,1,30000000,2LDK,55.0,0.55,,1972,SRC,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Done,
2306,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kamiochiai,Nakai,1,32000000,2LDK,55.0,0.58,,1972,SRC,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,
2308,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kamiochiai,Nakai,3,18000000,,35.0,0.51,Semi-rectangular Shaped,1997,W,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2019,,
2310,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kamiochiai,Nakai,8,130000000,,185.0,0.7,Trapezoidal Shaped,1980,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2019,,
2311,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kawadacho,Wakamatsukawada,6,29000000,1K,25.0,1.16,,2013,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,
2312,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kawadacho,Wakamatsukawada,4,53000000,,50.0,1.06,Rectangular Shaped,2003,S,House,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2019,,Dealings including private road
2314,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kikuicho,Waseda (Metro),2,11000000,1K,20.0,0.55,,1985,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
2315,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kikuicho,Waseda (Metro),8,130000000,,155.0,0.84,Semi-rectangular Shaped,1998,LS,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,,
2316,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kikuicho,Waseda (Metro),5,93000000,,65.0,1.43,Rectangular Shaped,2019,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,,
2317,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kikuicho,Waseda (Metro),5,70000000,,200.0,0.35,Semi-rectangular Shaped,1963,W,"Office, Warehouse",Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,,
2320,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),7,150000000,,170.0,0.88,Rectangular Shaped,1968,W,Housing Complex,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2019,,
2322,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),3,25000000,Open Floor,35.0,0.71,,1985,RC,Shop,Shop,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,
2323,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),3,34000000,1K,25.0,1.36,,2013,RC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,,
2324,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),5,21000000,1K,15.0,1.4,,1997,RC,House,Other,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,
2325,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),4,29000000,1K,25.0,1.16,,2014,RC,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,
2326,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),9,20000000,1K,20.0,1.0,,2001,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,
2327,Residential Land(Land and Building),Residential Area,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),13,23000000,,110.0,0.21,&quot;Flag-shaped&quot; etc.,1960,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,,
2328,Residential Land(Land and Building),Commercial Area,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),3,470000000,,370.0,1.27,Irregular Shaped,1970,SRC,Shop,Shop,Commercial Zone,80.0,600.0,3rd quarter 2019,,
2329,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),9,8000000,1K,15.0,0.53,,1989,SRC,House,Other,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,
2330,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),4,49000000,,65.0,0.75,,2001,RC,,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,,
2331,"Pre-owned Condominiums, etc.",,13104,Shinjuku Ward,Kitashinjuku,Okubo (Tokyo),3,40000000,1LDK,40.0,1.0,,2012,RC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,,
