No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
5865,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),10,33000000,3LDK,75.0,0.44,,1987,SRC,,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
5867,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),10,20000000,1K,20.0,1.0,,2009,RC,House,,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,
5868,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),7,36000000,3LDK,70.0,0.51,,1985,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5869,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),10,39000000,3LDK,75.0,0.52,,1987,SRC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,Done,
5871,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Ojima (Tokyo),16,64000000,,105.0,0.61,Semi-rectangular Shaped,2005,S,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,,
5872,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),7,24000000,4LDK,80.0,0.3,,1985,SRC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
5873,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Ojima (Tokyo),7,25000000,2LDK,55.0,0.45,,2004,SRC,House,Other,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
5874,Residential Land(Land and Building),Commercial Area,13108,Koto Ward,Kitasuna,Sumiyoshi (Tokyo),15,58000000,,95.0,0.61,Rectangular Shaped,,,"House, Shop",Warehouse,Commercial Zone,80.0,400.0,4th quarter 2018,,
5875,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Toyocho,18,36000000,3LDK,60.0,0.6,,2000,SRC,House,House,Commercial Zone,80.0,400.0,4th quarter 2018,Done,
5876,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Toyocho,18,29000000,3LDK,60.0,0.48,,2000,SRC,,House,Commercial Zone,80.0,400.0,3rd quarter 2018,Not yet,
5877,Residential Land(Land and Building),Commercial Area,13108,Koto Ward,Kitasuna,Nishiojima,14,20000000,,45.0,0.44,Semi-shaped,,,,,Commercial Zone,80.0,400.0,4th quarter 2018,,
5878,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,16,13000000,,50.0,0.26,Rectangular Shaped,1975,W,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,Dealings including private road
5879,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,18,10000000,,70.0,0.14,Rectangular Shaped,,,,,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
5880,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,16,10000000,,45.0,0.22,Semi-rectangular Shaped,,,,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,Dealings including private road
5881,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,10,31000000,3LDK+S,60.0,0.52,,1981,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5882,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,12,20000000,2DK,50.0,0.4,,1982,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5883,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,54000000,3LDK+S,75.0,0.72,,1996,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5884,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,11,20000000,2LDK,50.0,0.4,,1985,RC,House,Other,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5885,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,15,56000000,3LDK,80.0,0.7,,2008,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5886,Residential Land(Land and Building),Commercial Area,13108,Koto Ward,Kitasuna,Nishiojima,10,44000000,,55.0,0.8,Trapezoidal Shaped,1993,S,Office,Office,Quasi-industrial Zone,60.0,400.0,3rd quarter 2018,,
5887,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,14,40000000,,135.0,0.3,Semi-rectangular Shaped,1979,S,"House, Workshop, Warehouse",House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,
5890,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,14,34000000,3LDK,75.0,0.45,,2006,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5891,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,15,35000000,2LDK,60.0,0.58,,2007,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5892,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,34000000,3LDK,60.0,0.57,,1996,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5893,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,10,39000000,3LDK,60.0,0.65,,1996,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Done,
5894,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,22000000,1K,20.0,1.1,,2006,RC,House,House,Quasi-industrial Zone,60.0,400.0,3rd quarter 2018,Not yet,
5895,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,16,38000000,,50.0,0.76,Semi-trapezoidal Shaped,2008,W,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,Dealings in which auction or arbiter participates
5896,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,16,85000000,,150.0,0.57,Semi-rectangular Shaped,1996,S,"Housing Complex, Parking Lot",,Industrial Zone,60.0,300.0,2nd quarter 2018,,
5897,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,18,16000000,,55.0,0.29,Semi-rectangular Shaped,1999,W,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5899,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Nishiojima,14,52000000,,65.0,0.8,Semi-rectangular Shaped,2018,W,,House,Category I Residential Zone,60.0,300.0,2nd quarter 2018,,
5900,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,15,53000000,3LDK,70.0,0.76,,2008,RC,,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5901,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,23000000,1K,20.0,1.15,,2006,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,,
5902,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,6,17000000,2DK,45.0,0.38,,1974,SRC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5903,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,11,33000000,3LDK,55.0,0.6,,1981,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
5904,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,34000000,3LDK,60.0,0.57,,1996,SRC,,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5905,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,16000000,1K,20.0,0.8,,2006,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5906,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,10,27000000,2LDK,55.0,0.49,,1997,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5907,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,14,43000000,3LDK,75.0,0.57,,2006,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5908,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,34000000,3LDK,60.0,0.57,,1996,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5909,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,15,82000000,4LDK,100.0,0.82,,2008,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5910,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,30000000,3LDK,60.0,0.5,,1981,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
5911,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,14,45000000,3LDK,80.0,0.56,,2006,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5912,Residential Land(Land and Building),Commercial Area,13108,Koto Ward,Kitasuna,Nishiojima,15,36000000,,70.0,0.51,Irregular Shaped,1984,S,"House, Shop",House,Commercial Zone,80.0,400.0,1st quarter 2018,,
5913,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,43000000,3LDK,65.0,0.66,,1996,SRC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,,
5914,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,10,38000000,4LDK,70.0,0.54,,2005,RC,House,House,Quasi-industrial Zone,60.0,400.0,1st quarter 2018,,
5915,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,15,77000000,4LDK,110.0,0.7,,2008,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
5916,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Nishiojima,8,14000000,3DK,55.0,0.25,,1981,SRC,House,Other,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
5919,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,16,31000000,3LDK,55.0,0.56,,1998,RC,House,House,Commercial Zone,80.0,400.0,4th quarter 2018,Done,
5920,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,18,31000000,2LDK,60.0,0.52,,,RC,,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5921,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,13,22000000,3LDK,50.0,0.44,,1972,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5922,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Minamisunamachi,16,43000000,,60.0,0.72,Semi-rectangular Shaped,2015,W,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,
5924,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,13,23000000,2DK,45.0,0.51,,1972,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Done,
5925,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,12,21000000,1K,20.0,1.05,,2006,RC,House,House,Commercial Zone,80.0,400.0,3rd quarter 2018,,
5926,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kitasuna,Minamisunamachi,16,44000000,,60.0,0.73,Rectangular Shaped,2010,W,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5927,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kitasuna,Minamisunamachi,15,21000000,2LDK,45.0,0.47,,1972,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
5928,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kiba,Kiba,1,100000000,,105.0,0.95,Semi-rectangular Shaped,1984,S,"Housing Complex, Warehouse",House,Commercial Zone,80.0,600.0,4th quarter 2018,,
5929,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,60000000,2LDK,85.0,0.71,,2004,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5930,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,12,50000000,3LDK,70.0,0.71,,1997,SRC,House,House,Quasi-industrial Zone,60.0,400.0,4th quarter 2018,Done,
5931,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,23000000,1K,20.0,1.15,,2006,RC,House,House,Commercial Zone,80.0,400.0,4th quarter 2018,Not yet,
5932,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,7,44000000,2LDK,65.0,0.68,,1995,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5933,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,6,47000000,3LDK,65.0,0.72,,1998,RC,House,House,Category II Residential Zone,60.0,300.0,4th quarter 2018,Done,
5934,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,3,25000000,1K,25.0,1.0,,2012,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5935,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,29000000,1K,25.0,1.16,,2018,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5936,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,9,35000000,2LDK,55.0,0.64,,1981,SRC,House,House,Category II Residential Zone,60.0,400.0,4th quarter 2018,Done,
5937,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,22000000,1K,20.0,1.1,,2006,RC,House,House,Commercial Zone,80.0,400.0,4th quarter 2018,Not yet,
5938,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,10,59000000,3LDK,70.0,0.84,,1998,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5939,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,42000000,3LDK,55.0,0.76,,1998,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5941,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,44000000,,65.0,0.68,,1991,SRC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,
5942,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,3,24000000,1K,25.0,0.96,,2012,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,Dealings in which auction or arbiter participates
5943,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,44000000,2LDK,65.0,0.68,,1998,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Done,
5944,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,10,42000000,3LDK,70.0,0.6,,2001,RC,House,House,Quasi-industrial Zone,60.0,400.0,3rd quarter 2018,Not yet,
5945,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,48000000,3LDK,80.0,0.6,,2004,RC,House,Other,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,Dealings between related objects
5946,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,9,60000000,3LDK,70.0,0.86,,2013,RC,House,House,Commercial Zone,80.0,400.0,3rd quarter 2018,Not yet,
5947,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Kiba,Kiba,3,94000000,,100.0,0.94,Rectangular Shaped,2018,LS,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5948,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,7,47000000,3LDK,70.0,0.67,,1995,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
5949,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,8,50000000,3LDK,65.0,0.77,,2013,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5950,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,10,40000000,3LDK,70.0,0.57,,2001,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5951,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,1,30000000,1LDK,35.0,0.86,,2013,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5952,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,38000000,2DK,55.0,0.69,,2001,SRC,,House,Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,
5953,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,9,22000000,1DK,20.0,1.1,,2006,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5954,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,36000000,2LDK,65.0,0.55,,1998,RC,House,Other,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
5955,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,7,74000000,2LDK,80.0,0.92,,2017,SRC,House,House,Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,
5956,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,9,52000000,3LDK,65.0,0.8,,2013,RC,House,House,Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,
5957,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,8,55000000,4LDK,75.0,0.73,,1998,SRC,House,House,Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,
5958,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,2,37000000,2DK,50.0,0.74,,2001,SRC,,House,Commercial Zone,80.0,400.0,1st quarter 2018,,
5959,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,50000000,3LDK,70.0,0.71,,1998,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,,
5960,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,35000000,3LDK,60.0,0.58,,1985,SRC,,House,Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,
5961,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,4,37000000,3LDK,55.0,0.67,,1985,SRC,House,House,Commercial Zone,80.0,400.0,1st quarter 2018,Done,
5962,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiba,Kiba,0,24000000,1K,20.0,1.2,,2011,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2018,Not yet,
5963,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,6,28000000,,25.0,1.12,,2014,RC,,,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
5964,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,42000000,3LDK,60.0,0.7,,1981,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
5965,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,7,58000000,3LDK,80.0,0.72,,2002,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5966,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,6,24000000,1K,25.0,0.96,,2014,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
5967,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,54000000,3LDK,65.0,0.83,,2000,SRC,House,House,Quasi-industrial Zone,60.0,400.0,3rd quarter 2018,,
5968,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,6,29000000,1K,25.0,1.16,,2014,RC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5969,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,22000000,1R,25.0,0.88,,2013,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5970,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,27000000,1K,25.0,1.08,,2013,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5971,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,29000000,1K,25.0,1.16,,2017,RC,,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5972,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,37000000,3LDK,55.0,0.67,,1981,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
5973,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,57000000,2LDK,65.0,0.88,,2004,SRC,House,,Quasi-industrial Zone,60.0,400.0,2nd quarter 2018,Not yet,
5974,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Kiyosumi,Kiyosumishirakawa,5,19000000,1K,25.0,0.76,,2013,RC,House,House,Quasi-industrial Zone,60.0,400.0,1st quarter 2018,,
5975,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Kiyosumishirakawa,11,33000000,1K,30.0,1.1,,2009,RC,,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5976,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Kiyosumishirakawa,13,28000000,1K,30.0,0.93,,2006,RC,,Other,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5977,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Kiyosumishirakawa,11,36000000,1K,30.0,1.2,,2009,RC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5978,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Kiyosumishirakawa,11,41000000,1LDK,35.0,1.17,,2009,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5980,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Saga,Kiyosumishirakawa,11,75000000,,50.0,1.5,Semi-rectangular Shaped,2011,W,House,Other,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,,
5981,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Monzennakacho,11,23000000,1K,20.0,1.15,,2012,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5982,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Monzennakacho,9,18000000,1K,20.0,0.9,,2005,RC,House,House,Commercial Zone,80.0,400.0,3rd quarter 2018,Not yet,
5983,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Saga,Monzennakacho,8,35000000,1LDK,55.0,0.64,,2002,RC,House,House,Commercial Zone,80.0,400.0,2nd quarter 2018,Done,
5986,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Sarue,Sumiyoshi (Tokyo),5,55000000,2LDK,80.0,0.69,,1988,SRC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Done,
5987,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Sarue,Sumiyoshi (Tokyo),5,61000000,,60.0,1.02,Semi-rectangular Shaped,2011,W,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5988,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Sarue,Sumiyoshi (Tokyo),6,40000000,,85.0,0.47,Semi-rectangular Shaped,1984,W,House,,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
5990,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Sarue,Sumiyoshi (Tokyo),4,62000000,3LDK,95.0,0.65,,2002,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
5991,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Sarue,Sumiyoshi (Tokyo),3,37000000,3LDK,65.0,0.57,,1982,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2018,,
5992,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Etchujima,13,48000000,3LDK,75.0,0.64,,2003,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
5993,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Etchujima,13,59000000,3LDK,90.0,0.66,,2003,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Done,
5994,Residential Land(Land and Building),Residential Area,13108,Koto Ward,Shiohama,Kiba,14,65000000,,165.0,0.39,Semi-rectangular Shaped,1988,S,"Housing Complex, Workshop",,Quasi-industrial Zone,60.0,200.0,4th quarter 2018,,
5995,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,14,12000000,1R,15.0,0.8,,1989,RC,House,Other,Quasi-industrial Zone,60.0,200.0,4th quarter 2018,Not yet,
5996,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,36000000,3LDK,65.0,0.55,,1983,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Done,
5997,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,40000000,3LDK,70.0,0.57,,2000,RC,,House,Quasi-industrial Zone,60.0,200.0,4th quarter 2018,Not yet,
5998,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,11,42000000,3LDK,65.0,0.65,,2003,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
5999,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,49000000,3LDK,85.0,0.58,,2000,RC,,House,Quasi-industrial Zone,60.0,200.0,3rd quarter 2018,Not yet,
6000,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,48000000,3LDK,85.0,0.56,,2000,RC,House,House,Quasi-industrial Zone,60.0,200.0,3rd quarter 2018,Not yet,
6001,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,11,43000000,4LDK,75.0,0.57,,2003,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
6002,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,26000000,4DK,70.0,0.37,,1983,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
6003,"Pre-owned Condominiums, etc.",,13108,Koto Ward,Shiohama,Kiba,12,26000000,,65.0,0.4,,1983,SRC,,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Not yet,
